ID,Year,Player,Pos,Height,Experience,Weight,BMI,Age,Tm,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,blanl,OWS,DWS,WS,WS/48,blank2,OBPM,DBPM,BPM,VORP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,AST/TOV,STL/TOV,TOV,PF,PTS
23184,2015,Enes Kanter,C,207.5,3,110.25,25.60603861,22,TOT,75,74,2135,20.3,0.564,0.048,0.252,14.6,20.5,17.6,4.8,0.9,1.1,12.3,24.7,,4.3,2.1,6.4,0.145,,0.2,-2.3,-2.1,-0.1,482,928,0.519,16,45,0.356,466,883,0.528,0.528,183,234,0.782,277,394,671,55,36,29,0.38,0.25,145,189,1163
22926,2015,Eric Bledsoe,PG,182.5,4,85.5,25.67085757,25,PHO,81,81,2800,18.4,0.555,0.26,0.422,2.8,13.9,8.3,27.9,2.3,1.2,18.1,23.7,,4.1,2.9,7,0.119,,1.7,0.9,2.6,3.3,468,1046,0.447,88,272,0.324,380,774,0.491,0.489,353,441,0.8,72,351,423,493,127,45,1.8,0.46,274,189,1377
23088,2015,Eric Gordon,SG,182.5,8,83.7,25.13041847,26,NOP,61,60,2018,12.7,0.544,0.454,0.192,1.6,7.4,4.5,17.6,1.3,0.5,14,19.8,,2.2,0.7,2.9,0.069,,1.4,-2,-0.6,0.7,285,694,0.411,141,315,0.448,144,379,0.38,0.512,107,133,0.805,28,131,159,229,50,14,2.56,0.43,122,145,818
23269,2015,Eric Moreland,PF,,,,,23,SAC,3,0,2,40.8,1,0,0,0,54.8,28.4,0,0,0,0,22,,0,0,0,0.431,,5.8,-10.2,-4.5,0,1,1,1,0,0,,1,1,1,1,0,0,,0,1,1,0,0,0,,,0,1,2
23094,2015,Erick Green,PG,190,R,83.25,23.06094183,23,DEN,43,1,410,8.9,0.436,0.29,0.074,1.8,6.6,4.1,15.1,1.5,0,7.7,19.1,,-0.1,0.1,0,0,,-2.7,-2.7,-5.4,-0.3,61,162,0.377,14,47,0.298,47,115,0.409,0.42,10,12,0.833,7,24,31,39,12,0,2.79,0.86,14,26,146
23146,2015,Ersan Ilyasova,PF,205,6,105.75,25.1635931,27,MIL,58,36,1319,16.8,0.554,0.341,0.192,7,17,12,7.4,1.4,1.2,6.9,22.1,,2.3,1.7,4,0.146,,1.2,-1.4,-0.2,0.6,263,557,0.472,74,190,0.389,189,367,0.515,0.539,69,107,0.645,80,197,277,56,36,19,1.24,0.8,45,149,669
23268,2015,E'Twaun Moore,SG,,,,,25,CHI,56,0,504,10.3,0.504,0.273,0.144,2.7,7.1,5,10.4,2.1,0.9,8.7,14.4,,0.3,0.5,0.8,0.08,,-1.8,-0.6,-2.5,-0.1,62,139,0.446,13,38,0.342,49,101,0.485,0.493,12,20,0.6,12,34,46,33,20,6,0.28,0.22,14,45,149
23058,2015,Evan Fournier,SG,197.5,2,92.25,23.65005608,22,ORL,58,32,1661,12.4,0.546,0.391,0.256,1.9,8.7,5.2,11.5,1.2,0.1,11.4,19.7,,1.5,0.6,2.1,0.059,,0.2,-2.3,-2.1,-0.1,253,575,0.44,85,225,0.378,168,350,0.48,0.514,107,147,0.728,28,125,153,120,40,2,1.46,0.49,82,116,698
23457,2015,Evan Turner,SG,207.5,1,114.75,26.65118305,26,BOS,82,57,2260,12.8,0.482,0.16,0.189,1.9,18.5,10.1,30,1.8,0.7,19.7,19.5,,-0.3,2.8,2.5,0.054,,-2.2,1.3,-1,0.6,320,746,0.429,33,119,0.277,287,627,0.458,0.451,106,141,0.752,40,377,417,449,83,19,2.27,0.42,198,180,779
23052,2015,Festus Ezeli,C,190,3,85.95,23.80886427,25,GSW,46,7,504,16.2,0.58,0,0.561,13.3,19.7,16.6,2.5,0.7,6.2,15.6,17.7,,0.8,0.9,1.7,0.159,,-3,1.2,-1.8,0,76,139,0.547,0,0,,76,139,0.547,0.547,49,78,0.628,60,95,155,9,7,42,2.36,1.43,32,77,201
23069,2015,Francisco Garcia,SF,197.5,9,87.75,22.49639481,33,HOU,14,0,200,3.6,0.347,0.714,0.063,1.7,7.7,4.7,11,2.2,1.9,13.4,16.2,,-0.4,0.2,-0.2,-0.044,,-5,-0.2,-5.3,-0.2,17,63,0.27,10,45,0.222,7,18,0.389,0.349,1,4,0.25,3,14,17,15,9,5,1.5,0.9,10,20,45
22873,2015,Furkan Aldemir,PF,205,R,108,25.6989887,23,PHI,41,9,540,12,0.517,0.064,0.346,14.9,20.7,17.7,8.3,1.6,2.4,15.9,8.6,,0.7,0.7,1.4,0.122,,-2.7,2,-0.7,0.2,40,78,0.513,0,5,0,40,73,0.548,0.513,13,27,0.481,78,98,176,28,17,16,1.65,1,17,96,93
23251,2015,Gal Mekel,PG,200,2,105.75,26.4375,26,NOP,4,0,43,0.5,0.15,0.15,0,0,2.6,1.3,42.2,2.4,0,9.1,23.3,,-0.2,0,-0.2,-0.238,,-10.3,-6.3,-16.6,-0.2,3,20,0.15,0,3,0,3,17,0.176,0.15,0,0,,0,1,1,13,2,0,2,1,2,1,6
23434,2015,Garrett Temple,SG,195,4,87.75,23.07692308,28,WAS,52,18,735,10.9,0.534,0.518,0.282,3.8,9.9,6.9,11,2.9,1,15.1,13.9,,0.4,1.1,1.5,0.1,,-0.6,1.4,0.8,0.5,68,170,0.4,33,88,0.375,35,82,0.427,0.497,35,48,0.729,24,66,90,56,42,9,1.65,1.24,34,76,204
23117,2015,Gary Harris,SG,190,R,94.5,26.17728532,20,DEN,55,6,719,4.9,0.395,0.475,0.217,3,6.7,4.8,5.9,2.7,0.8,13.8,16.6,,-1.2,0.5,-0.7,-0.046,,-4.2,-0.1,-4.3,-0.4,66,217,0.304,21,103,0.204,45,114,0.395,0.353,35,47,0.745,21,43,64,29,39,7,0.76,1.03,38,71,188
23284,2015,Gary Neal,SG,202.5,7,111.6,27.21536351,30,TOT,54,1,1193,11.1,0.483,0.326,0.268,1.3,11,6,14.5,1,0.1,10.4,23.8,,-0.2,0.8,0.6,0.023,,-1.7,-2.6,-4.3,-0.7,188,503,0.374,50,164,0.305,138,339,0.407,0.423,117,135,0.867,14,115,129,100,23,1,0.48,0.28,65,88,543
23131,2015,George Hill,PG,187.5,6,84.6,24.064,28,IND,43,36,1267,21.5,0.579,0.361,0.267,2.2,13.3,7.8,31.4,1.8,0.9,10.3,23.8,,3.7,1.6,5.4,0.203,,5.4,0.2,5.6,2.4,255,535,0.477,69,193,0.358,186,342,0.544,0.541,113,143,0.79,25,154,179,220,44,14,3.19,0.64,69,111,692
23095,2015,Gerald Green,SG,197.5,7,92.25,23.65005608,29,PHO,74,4,1446,15.4,0.532,0.497,0.154,2.5,11.7,7,10.9,1.4,0.6,11.1,28.4,,1,1,1.9,0.065,,0.8,-3.3,-2.4,-0.2,324,778,0.416,137,387,0.354,187,391,0.478,0.504,99,120,0.825,33,153,186,91,42,12,0.88,0.4,104,145,884
23125,2015,Gerald Henderson,SG,192.5,5,96.75,26.10895598,27,CHO,80,72,2315,13.2,0.514,0.161,0.256,1.7,11.6,6.5,15.6,1.1,0.7,10.5,20.7,,1.3,2.3,3.6,0.074,,-1.2,-0.4,-1.5,0.3,370,847,0.437,45,136,0.331,325,711,0.457,0.463,184,217,0.848,36,237,273,206,51,22,1.87,0.46,110,135,969
23473,2015,Gerald Wallace,SF,,,,,32,BOS,32,0,286,6.2,0.431,0.088,0.441,6.4,15.5,10.9,5.1,2.6,1.1,30.7,9,,-0.3,0.4,0.1,0.014,,-5.8,2.6,-3.2,-0.1,14,34,0.412,1,3,0.333,13,31,0.419,0.426,6,15,0.4,17,40,57,11,15,4,0.61,0.83,18,19,35
22886,2015,Giannis Antetokounmpo,SG,207.5,1,99.9,23.20220642,20,MIL,81,71,2541,14.8,0.552,0.056,0.445,4.5,19.7,12.2,13.1,1.5,2.8,15.6,19.6,,2.2,4,6.2,0.117,,-1.7,2.1,0.5,1.6,383,780,0.491,7,44,0.159,376,736,0.511,0.496,257,347,0.741,100,442,542,207,73,85,1.2,0.42,173,254,1030
23014,2015,Glen Davis,PF,202.5,9,110.25,26.8861454,29,LAC,74,0,904,10.8,0.495,0.016,0.373,5.5,15.4,10.5,6.3,2.3,1.9,11.6,16.7,,0.2,1.1,1.4,0.072,,-3.5,1,-2.5,-0.1,117,255,0.459,0,4,0,117,251,0.466,0.459,60,95,0.632,43,126,169,39,41,21,1.74,0.63,39,132,294
23353,2015,Glen Rice,SG,195,1,92.7,24.37869822,24,WAS,5,0,43,-3.6,0.312,0.467,0.4,5.4,5.1,5.2,6.5,0,0,10.2,20.7,,-0.1,0,-0.1,-0.121,,-7,-4.1,-11.1,-0.1,3,15,0.2,1,7,0.143,2,8,0.25,0.233,4,6,0.667,2,2,4,2,0,0,1,0,2,11,11
23361,2015,Glenn Robinson,SG-SF,,,,,21,TOT,35,1,261,8.5,0.471,0.284,0.358,6.1,10.6,8.3,7,1.2,0.3,12.4,14.9,,0,0.1,0.1,0.012,,-3.9,-2.4,-6.3,-0.3,26,67,0.388,5,19,0.263,21,48,0.438,0.425,16,24,0.667,15,24,39,11,6,1,1,0.55,11,15,73
23029,2015,Goran Dragic,SG-PG,187.5,6,85.5,24.32,28,TOT,78,78,2640,17.4,0.577,0.258,0.234,3.5,8.2,5.9,22.8,1.5,0.5,13.5,21.8,,5.4,1.4,6.8,0.123,,2.5,-1.4,1.1,2.1,502,1002,0.501,90,259,0.347,412,743,0.555,0.546,181,234,0.774,81,193,274,350,78,15,2.02,0.45,173,195,1275
23123,2015,Gordon Hayward,SF,200,4,101.7,25.425,24,UTA,76,76,2618,20.2,0.567,0.304,0.425,2.4,14,8.2,21.7,2.2,0.9,13.8,26.2,,5.8,2.9,8.7,0.159,,3.3,0.1,3.4,3.6,484,1087,0.445,120,330,0.364,364,757,0.481,0.5,375,462,0.812,54,319,373,313,108,30,1.52,0.52,206,131,1463
23024,2015,Gorgui Dieng,C,207.5,1,108.45,25.18798084,25,MIN,73,49,2193,17.2,0.573,0.012,0.477,11.3,20.8,15.9,10.5,1.6,4.5,16.9,15,,3.4,1.5,4.9,0.108,,0.1,2.4,2.5,2.5,259,512,0.506,1,6,0.167,258,506,0.51,0.507,191,244,0.783,223,386,609,146,71,126,1.16,0.56,126,188,710
23163,2015,Grant Jerrett,PF,205,R,105.75,25.1635931,21,TOT,8,0,51,1.5,0.303,0.577,0.038,4.4,15.2,9.9,9.6,2.1,3.1,10.2,25.4,,-0.2,0.1,-0.1,-0.128,,-6.8,-1.5,-8.4,-0.1,7,26,0.269,1,15,0.067,6,11,0.545,0.288,1,1,1,2,7,9,3,2,2,1,0.67,3,11,16
23267,2015,Greg Monroe,PF,207.5,4,119.25,27.69632748,24,DET,69,57,2137,21.2,0.549,0,0.394,11.2,25.1,17.9,11.7,1.9,1.3,13,23.9,,4,2.8,6.8,0.153,,0.6,1.3,1.9,2.1,423,853,0.496,0,0,,423,853,0.496,0.496,252,336,0.75,229,475,704,142,78,34,0.95,0.52,149,148,1098
23403,2015,Greg Smith,PF,205,3,112.5,26.76977989,24,DAL,42,2,363,10.2,0.605,0,0.796,7.8,16.1,11.9,3.4,1,2.5,14.3,9.5,,0.5,0.3,0.8,0.108,,-2,1,-1,0.1,30,49,0.612,0,0,,30,49,0.612,0.612,20,39,0.513,26,53,79,9,7,11,0.82,0.64,11,53,80
23422,2015,Greg Stiemsma,C,207.5,3,117,27.17375526,29,TOR,17,0,66,7.8,0.717,0,0.5,15.7,10.5,13.1,6.6,1.6,0,41.8,11.5,,0,0,0.1,0.05,,-1.1,-0.6,-1.7,0,6,8,0.75,0,0,,6,8,0.75,0.75,2,4,0.5,9,6,15,3,2,0,0.43,0.29,7,15,14
23462,2015,Greivis Vasquez,PG,,,,,28,TOR,82,29,1991,12.6,0.514,0.484,0.091,1.3,11.2,6.3,23.9,1.2,0.4,13.6,19.8,,1.9,0.9,2.8,0.066,,1,-2.1,-1.1,0.4,296,725,0.408,133,351,0.379,163,374,0.436,0.5,50,66,0.758,22,194,216,302,46,10,1.01,0.39,119,177,775
22902,2015,Harrison Barnes,SF,205,7,110.25,26.2343843,22,GSW,82,82,2318,13.4,0.573,0.328,0.229,5.6,15.1,10.5,6.9,1.3,0.6,9,14.9,,3.7,3,6.7,0.139,,0.5,0.6,1.1,1.8,316,656,0.482,87,215,0.405,229,441,0.519,0.548,108,150,0.72,117,336,453,116,61,19,2.44,0.68,71,146,827
23481,2015,Hassan Whiteside,C,,,,,25,MIA,48,32,1142,26.2,0.619,0,0.403,15.6,34.7,25.4,1,1.2,9.2,11.3,21.1,,2.8,2.4,5.3,0.221,,-1.6,0.7,-0.9,0.3,243,387,0.628,0,0,,243,387,0.628,0.628,78,156,0.5,145,337,482,6,27,123,0.1,0.47,58,129,564
23456,2015,Hedo Turkoglu,SF,,,,,35,LAC,62,2,705,10.5,0.602,0.739,0.059,0.8,14.7,7.9,7.5,1.4,0.8,13.1,14.2,,0.6,0.6,1.2,0.081,,-0.1,-0.8,-0.9,0.2,83,188,0.441,60,139,0.432,23,49,0.469,0.601,6,11,0.545,5,94,99,37,19,7,1.28,0.66,29,66,232
23397,2015,Henry Sims,C,,,,,24,PHI,73,32,1399,14.5,0.521,0.044,0.273,8.9,19.4,13.9,10.7,1.4,1.7,15,20.6,,0.5,1.5,2.1,0.072,,-3.3,-0.1,-3.4,-0.5,238,502,0.474,4,22,0.182,234,480,0.488,0.478,106,137,0.774,121,238,359,79,39,30,0.8,0.39,99,135,586
23470,2015,Henry Walker,SF,,,,,27,MIA,24,13,628,8,0.497,0.786,0.107,1.4,14,7.8,7.2,2,1.2,12,15,,-0.1,0.6,0.5,0.039,,-0.9,-0.1,-1,0.2,58,168,0.345,45,132,0.341,13,36,0.361,0.479,14,18,0.778,7,75,82,29,24,9,1.21,1,24,76,175
23444,2015,Hollis Thompson,SG,,,,,23,PHI,71,23,1776,10.9,0.538,0.529,0.164,3.1,9.3,6,8.4,1.6,1.2,10.2,15.9,,1.3,1.3,2.6,0.07,,-1.1,-0.9,-2.1,0,224,543,0.413,115,287,0.401,109,256,0.426,0.518,63,89,0.708,53,145,198,85,57,26,1.29,0.86,66,141,626
22976,2015,Ian Clark,SG,187.5,1,78.75,22.4,23,TOT,30,0,192,8.8,0.483,0.545,0.164,2.4,7.1,4.8,9.7,2.4,1.2,13.2,16,,0,0.2,0.2,0.05,,-2,-0.8,-2.8,0,19,55,0.345,10,30,0.333,9,25,0.36,0.436,9,9,1,4,12,16,12,9,3,1.33,1,9,20,57
23225,2015,Ian Mahinmi,C,207.5,6,112.5,26.12861083,28,IND,61,6,1146,10.8,0.516,0,0.481,10.2,24,17.2,4.4,1.3,3.1,18.7,12.5,,0.1,2,2.1,0.09,,-3.8,2.6,-1.2,0.2,117,212,0.552,0,0,,117,212,0.552,0.552,31,102,0.304,105,251,356,33,30,46,0.56,0.51,59,172,265
23390,2015,Iman Shumpert,SG,192.5,3,99,26.716141,24,TOT,62,25,1545,11.4,0.497,0.416,0.136,4.1,12.6,8.3,14.2,2.7,0.8,15.4,17.4,,0.1,1.4,1.5,0.047,,-0.7,0.3,-0.4,0.6,193,471,0.41,67,196,0.342,126,275,0.458,0.481,43,64,0.672,55,169,224,135,81,16,1.48,0.89,91,138,496
22960,2015,Isaiah Canaan,PG,180,1,90.45,27.91666667,23,TOT,47,21,938,12.4,0.534,0.651,0.159,2.1,8.3,5.1,18.7,1.5,0.3,13.3,21.6,,0.8,0.7,1.4,0.072,,0.7,-2.9,-2.2,-0.1,146,378,0.386,91,246,0.37,55,132,0.417,0.507,49,60,0.817,18,69,87,98,29,3,1.58,0.47,62,83,432
23436,2015,Isaiah Thomas,PG,172.5,3,83.25,27.97731569,25,TOT,67,1,1726,20.6,0.579,0.434,0.437,2.1,7.7,4.9,27.2,1.6,0.2,13.1,27.8,,5,1.1,6.1,0.169,,4.6,-2.8,1.8,1.6,335,797,0.42,129,346,0.373,206,451,0.457,0.501,302,348,0.868,33,120,153,284,57,5,1.99,0.4,143,150,1101
23404,2015,Ish Smith,PG,,,,,26,TOT,55,14,832,12.3,0.431,0.163,0.155,1.9,11.4,6.5,40.7,2.2,0.6,16.6,24.6,,-0.9,0.8,-0.1,-0.006,,-2.4,-1.7,-4.1,-0.4,143,367,0.39,18,60,0.3,125,307,0.407,0.414,34,57,0.596,15,85,100,180,36,6,2.31,0.46,78,50,338
22900,2015,J.J. Barea,PG,180,8,83.25,25.69444444,30,DAL,77,10,1362,15.1,0.502,0.312,0.175,1.8,9,5.4,29.5,1.2,0.1,10.8,21.2,,2.1,0.6,2.7,0.096,,1,-2.5,-1.5,0.2,225,536,0.42,54,167,0.323,171,369,0.463,0.47,76,94,0.809,23,111,134,263,33,1,3.76,0.47,70,104,580
23129,2015,J.J. Hickson,C,202.5,6,108.9,26.5569273,26,DEN,73,8,1411,14.3,0.504,0.004,0.438,11.1,24,17.3,6.5,1.3,1.9,14.9,19.7,,0.5,1.4,1.8,0.062,,-3.1,0.4,-2.7,-0.3,218,459,0.475,0,2,0,218,457,0.477,0.475,116,201,0.577,150,302,452,57,36,35,0.59,0.38,96,136,552
23352,2015,J.J. Redick,SG,190,8,85.5,23.68421053,30,LAC,78,78,2409,16.2,0.622,0.488,0.216,1,6.6,3.9,9,0.8,0.3,8.5,21,,5.8,0.9,6.7,0.134,,3.4,-2.7,0.7,1.6,447,938,0.477,200,458,0.437,247,480,0.515,0.583,183,203,0.901,22,145,167,137,39,8,1.44,0.41,95,134,1277
23407,2015,J.R. Smith,SG,195,10,101.25,26.62721893,29,TOT,70,51,2080,13.6,0.538,0.564,0.095,1.7,10.4,6,15.6,2.1,0.8,11,19.3,,2.2,1.5,3.7,0.085,,1.7,-1,0.7,1.4,315,755,0.417,163,426,0.383,152,329,0.462,0.525,54,72,0.75,30,188,218,195,82,22,2.01,0.85,97,163,847
22940,2015,Jabari Brown,SG,190,R,96.75,26.80055402,22,LAL,19,5,568,11,0.547,0.365,0.5,0.6,6.7,3.5,11,1.1,0.3,13.4,18.8,,0.4,0,0.4,0.033,,-0.8,-3,-3.8,-0.3,70,170,0.412,23,62,0.371,47,108,0.435,0.479,64,85,0.753,3,33,36,40,12,2,1.25,0.38,32,33,227
23308,2015,Jabari Parker,PF,,,,,19,MIL,25,25,738,14.5,0.527,0.061,0.251,7.8,13.5,10.7,9.5,2.1,0.6,13.9,20.7,,0.4,1,1.3,0.088,,-1.4,0.2,-1.2,0.1,129,263,0.49,4,16,0.25,125,247,0.506,0.498,46,66,0.697,50,88,138,42,31,5,0.89,0.66,47,42,308
22987,2015,Jack Cooley,PF,202.5,R,117,28.53223594,23,UTA,16,0,87,11.4,0.432,0,0.955,13.3,19.8,16.6,1.8,3.7,2.8,8.8,18,,0,0.2,0.2,0.092,,-4.4,0.4,-4,0,9,22,0.409,0,0,,9,22,0.409,0.409,9,21,0.429,10,15,25,1,6,3,0.33,2,3,23,27
22994,2015,Jae Crowder,SF,195,2,105.75,27.81065089,24,TOT,82,17,1647,13.9,0.517,0.382,0.259,4.7,14.9,9.7,8.6,2.2,1.2,7.5,17.5,,1.9,2,3.9,0.113,,-0.1,0.6,0.6,1.1,229,545,0.42,61,208,0.293,168,337,0.499,0.476,109,141,0.773,72,221,293,94,72,25,1.92,1.47,49,137,628
23380,2015,JaKarr Sampson,SF,,,,,21,PHI,74,32,1131,9.4,0.498,0.367,0.272,3.2,12.9,7.8,12,1.7,1.9,16.4,17.9,,-0.5,1.1,0.6,0.025,,-4,-0.4,-4.4,-0.7,146,346,0.422,31,127,0.244,115,219,0.525,0.467,63,94,0.67,35,128,163,77,38,26,1.01,0.5,76,135,386
23060,2015,Jamaal Franklin,SG,192.5,1,85.95,23.19446787,23,DEN,3,0,13,4.9,0.75,1,0,8,8.6,8.3,32.8,0,6,60,16.6,,0,0,0,-0.063,,-4.8,-0.3,-5.1,0,1,2,0.5,1,2,0.5,0,0,,0.75,0,0,,1,1,2,3,0,1,1,0,3,4,3
22993,2015,Jamal Crawford,SG,192.5,14,90,24.28740091,34,LAC,64,4,1703,16.6,0.532,0.434,0.3,1.2,6.9,4.1,14.9,1.8,0.7,8.8,27.6,,2.5,1.2,3.6,0.102,,1.7,-2.7,-1,0.4,332,839,0.396,119,364,0.327,213,475,0.448,0.467,227,252,0.901,18,106,124,158,59,14,1.72,0.64,92,108,1010
23287,2015,Jameer Nelson,PG,180,10,85.5,26.38888889,32,TOT,63,29,1407,12.1,0.503,0.512,0.071,2.5,8.9,5.7,27.8,1.7,0.3,17.3,19.5,,0.6,0.8,1.4,0.047,,0.6,-1.6,-1,0.4,205,504,0.407,89,258,0.345,116,246,0.472,0.495,24,36,0.667,33,113,146,253,47,6,2.32,0.43,109,136,523
23044,2015,James Ennis,SF,197.5,R,94.5,24.22688672,24,MIA,62,3,1051,11.5,0.541,0.385,0.381,6,14,10.1,7.2,1.3,1.4,11.9,14.6,,1.2,0.8,1.9,0.088,,-0.9,-0.6,-1.5,0.1,101,247,0.409,31,95,0.326,70,152,0.461,0.472,79,94,0.84,51,125,176,48,25,17,1.23,0.64,39,89,312
23114,2015,James Harden,SG,192.5,5,99,26.716141,25,HOU,81,81,2981,26.7,0.605,0.378,0.561,2.8,14.2,8.5,34.6,2.6,1.6,14.9,31.3,,12.2,4.2,16.4,0.265,,7.4,1,8.4,7.8,647,1470,0.44,208,555,0.375,439,915,0.48,0.511,715,824,0.868,75,384,459,565,154,60,1.76,0.48,321,208,2217
23171,2015,James Johnson,PF,202.5,5,112.5,27.43484225,27,TOR,70,17,1370,17.9,0.617,0.126,0.252,5.1,16.5,10.8,11.4,2,4.1,15,17.4,,2.5,1.6,4.1,0.143,,0.6,2,2.7,1.6,238,404,0.589,11,51,0.216,227,353,0.643,0.603,67,102,0.657,61,196,257,95,54,70,1.2,0.68,79,155,554
23177,2015,James Jones,SF,200,11,98.1,24.525,34,CLE,57,2,669,11.1,0.565,0.871,0.229,1.6,9,5.3,5.4,1,0.9,5.5,15.8,,1.2,0.4,1.5,0.11,,1.4,-2.8,-1.4,0.1,74,201,0.368,63,175,0.36,11,26,0.423,0.525,39,46,0.848,9,53,62,24,13,8,1.85,1,13,67,250
23236,2015,James Michael,PF,202.5,R,103.5,25.24005487,22,GSW,15,0,137,17.7,0.564,0,0.568,12.2,16.8,14.6,2.1,1.8,4.9,9.8,19.4,,0.2,0.3,0.5,0.177,,-2.3,0.5,-1.8,0,24,44,0.545,0,0,,24,44,0.545,0.545,14,25,0.56,15,22,37,2,5,9,0.33,0.83,6,21,62
23509,2015,James Young,SG,,,,,19,BOS,31,0,332,8.5,0.457,0.647,0.284,2.9,11,6.9,5.6,1.2,0.5,4.2,15.8,,0.1,0.3,0.3,0.047,,-1.9,-1.9,-3.8,-0.2,36,102,0.353,17,66,0.258,19,36,0.528,0.436,16,29,0.552,9,33,42,13,8,2,2.6,1.6,5,22,105
23096,2015,JaMychal Green,PF,202.5,R,102.15,24.91083676,24,TOT,24,1,164,14.9,0.603,0.128,0.213,13.3,18,15.7,4,1.6,2.4,21.4,18.3,,0.1,0.3,0.4,0.119,,-2,-0.1,-2.1,0,27,47,0.574,0,6,0,27,41,0.659,0.574,8,10,0.8,19,26,45,4,5,5,0.29,0.36,14,25,62
23307,2015,Jannero Pargo,PG,182.5,10,78.75,23.64421092,35,CHO,9,0,73,14.9,0.571,0.629,0.057,0,4.6,2.3,20.8,0,0,7.7,24.3,,0.1,0,0.2,0.113,,3,-6.1,-3.2,0,15,35,0.429,9,22,0.409,6,13,0.462,0.557,2,2,1,0,3,3,8,0,0,2.67,0,3,8,41
22998,2015,Jared Cunningham,SG,190,8,92.25,25.55401662,23,LAC,19,0,89,7.3,0.452,0.394,0.394,1.3,9.9,5.7,16.4,1.7,0,15.3,23.2,,-0.1,0.1,0,-0.023,,-4,-2.7,-6.7,-0.1,12,33,0.364,4,13,0.308,8,20,0.4,0.424,7,13,0.538,1,8,9,10,3,0,0.75,1,7,12,35
23037,2015,Jared Dudley,SG,187.5,6,90,25.6,29,MIL,72,22,1717,12.3,0.572,0.454,0.158,3,11.6,7.3,11.5,2.1,0.5,12.1,13.5,,2,2.1,4.1,0.116,,0.1,0.5,0.6,1.1,198,423,0.468,74,192,0.385,124,231,0.537,0.556,48,67,0.716,45,175,220,130,72,11,1.75,0.44,62,113,518
23429,2015,Jared Sullinger,PF,202.5,2,117,28.53223594,22,BOS,58,49,1566,17.9,0.503,0.26,0.182,10.1,20.9,15.4,14.2,1.4,2.1,9.3,23.6,,1.9,2.1,4,0.123,,1,1,2,1.6,311,708,0.439,52,184,0.283,259,524,0.494,0.476,96,129,0.744,147,294,441,134,44,42,1.72,0.56,78,153,770
23424,2015,Jarnell Stokes,PF,205,7,108,25.6989887,21,MEM,19,2,126,18.6,0.578,0,0.757,14.6,16.3,15.4,5.2,2.1,3.3,12.4,20.5,,0.3,0.2,0.5,0.186,,-0.2,0.7,0.5,0.1,21,37,0.568,0,0,,21,37,0.568,0.568,15,28,0.536,16,18,34,4,5,5,1.33,1.67,7,25,57
23149,2015,Jarrett Jack,PG,187.5,9,90,25.6,31,BRK,80,27,2241,14.6,0.522,0.179,0.278,1,11.3,6.1,27.3,1.7,0.5,17.2,22.6,,1.1,1.4,2.6,0.055,,-0.5,-1,-1.5,0.3,359,817,0.439,39,146,0.267,320,671,0.477,0.463,200,227,0.881,19,226,245,373,75,13,1.95,0.39,191,143,957
23233,2015,Jason Maxiell,PF,197.5,9,117,29.99519308,31,CHO,61,0,878,10.4,0.455,0,0.37,10.5,15.1,12.7,3.4,1.1,4,11.5,13.1,,0.1,1.2,1.4,0.074,,-4.5,1.9,-2.6,-0.1,81,192,0.422,0,0,,81,192,0.422,0.422,41,71,0.577,86,117,203,19,18,44,0.66,0.62,29,96,203
23354,2015,Jason Richardson,SG,195,12,99,26.03550296,34,PHI,19,15,416,11.7,0.458,0.539,0.124,3.2,14.5,8.6,16.6,1.6,0.6,7.9,21.3,,0,0.4,0.4,0.045,,-1,-1.8,-2.9,-0.1,62,178,0.348,31,96,0.323,31,82,0.378,0.435,17,22,0.773,13,53,66,38,13,3,2.38,0.81,16,28,172
23410,2015,Jason Smith,C,,,,,28,NYK,82,31,1785,12,0.497,0.071,0.258,6.2,15,10.5,13.5,0.9,2.1,13.6,19.7,,0.5,0.7,1.2,0.032,,-2.5,-0.9,-3.4,-0.6,257,592,0.434,15,42,0.357,242,550,0.44,0.447,127,153,0.83,98,226,324,140,32,44,1.35,0.31,104,205,656
23435,2015,Jason Terry,SG,,,,,37,HOU,77,18,1641,11.4,0.579,0.724,0.108,1,7.1,4.1,13.8,2,0.9,13.7,14.3,,2,1.5,3.6,0.104,,0.3,-0.7,-0.4,0.7,188,446,0.422,126,323,0.39,62,123,0.504,0.563,39,48,0.813,15,106,121,147,66,19,1.99,0.89,74,116,541
23445,2015,Jason Thompson,PF,195,4,97.65,25.68047337,28,SAC,81,63,1991,10.2,0.5,0.002,0.334,8.2,21.5,15.1,6.5,0.8,2.3,14.6,12.7,,0.9,1.5,2.4,0.057,,-2.6,0.9,-1.7,0.1,201,428,0.47,0,1,0,201,427,0.471,0.47,89,143,0.622,139,391,530,85,33,57,2.54,0.39,84,239,491
23244,2015,JaVale McGee,C,210,6,121.5,27.55102041,27,TOT,23,0,256,14.4,0.567,0,0.418,7.3,18.9,12.9,2,0.4,6.1,16.1,18.9,,0.1,0.3,0.4,0.071,,-5.3,-0.3,-5.6,-0.2,42,79,0.532,0,0,,42,79,0.532,0.532,22,33,0.667,18,43,61,3,2,20,0.17,0.11,18,30,106
